id,postal,unmatched_postcode,web,age,date,day_of_week,postcode,sex,household_size,occupation,total_contacts
1017,1,0,0,51,08/06/2009,4,TW12 3XY,0,3,teaching,183
1018,1,0,0,52,08/06/2009,4,TW2 7BB,0,4,office,12
1019,1,0,0,59,08/06/2009,4,TW13 6PQ,0,1,unknown,12
1020,1,0,0,58,08/06/2009,4,GU2 4JA,1,2,mechanic,32
1021,1,0,0,76,08/06/2009,5,GL52 9QB,0,1,retired,17
1022,1,0,0,27,08/06/2009,5,GL1 3DR,0,2,service,16
1023,1,0,0,49,08/06/2009,4,W3 8NA,0,1,office,4
1024,1,0,0,47,08/06/2009,4,TW2 7BB,0,6,office,6
1025,1,0,0,63,08/06/2009,5,GL50 1UX,1,2,retired,8
1026,1,0,0,76,08/06/2009,4,SO18 3LJ,0,1,retired,35
1027,1,0,0,60,08/06/2009,5,GL10 3BQ,1,2,labour,5
1028,1,0,0,63,08/06/2009,5,GL52 9QB,1,2,research,9
1029,1,0,0,79,08/06/2009,5,GL56 0RF,0,1,teaching,4
1030,1,0,0,72,08/06/2009,5,GL17 9US,0,1,retired,7
1031,1,0,0,70,08/06/2009,2,NR12 0NF,0,2,health,16
1032,1,0,0,30,08/06/2009,2,PE19 8QL,1,2,mechanic,15
1033,1,0,0,34,08/06/2009,2,SG1 2NF,1,1,office,24
1034,1,0,0,48,08/06/2009,2,SG8 7XP,0,3,teaching,17
1035,1,0,0,69,08/06/2009,5,BA14 6NU,0,1,retired,4
1036,1,0,0,34,08/06/2009,2,PE3 6BW,0,3,home,14
1037,1,0,0,46,08/06/2009,2,PE12 9FR,0,3,teaching,51
1038,1,0,0,49,08/06/2009,2,PE30 2QE,0,2,service,31
1039,1,0,0,23,08/06/2009,2,SM6 9LR,0,1,student,10
1040,1,0,0,52,08/06/2009,5,GL14 1PU,0,4,home,10
1041,1,0,0,62,08/06/2009,2,NR32 4PP,0,3,retired,95
1042,1,0,0,41,08/06/2009,3,CO3 8WN,0,4,home,13
1043,1,0,0,72,08/06/2009,2,SG5 3RR,0,1,retired,1
1044,1,0,0,62,08/06/2009,6,KY8 2EJ,1,2,public,4
1045,1,0,0,82,08/06/2009,3,AL6 0HD,0,1,retired,11
1046,1,0,0,57,08/06/2009,6,PH2 6LW,1,2,retired,3
1047,1,0,0,59,08/06/2009,2,NR33 0EL,1,2,retired,4
1048,1,0,0,20,08/06/2009,2,NR5 8HP,0,4,student,30
1049,1,0,0,60,08/06/2009,5,GL7 1YF,1,2,retired,3
1050,1,0,0,42,08/06/2009,2,NR19 1AD,1,5,mechanic,4
1051,1,0,0,52,08/06/2009,4,SO45 1SJ,1,3,service,16
1052,1,0,0,70,08/06/2009,3,HP22 5LD,1,2,retired,4
1053,1,0,0,56,08/06/2009,3,HP7 9PX,0,2,research,12
1054,1,0,0,63,08/06/2009,4,BN7 2HS,0,2,retired,13
1055,1,0,0,46,08/06/2009,4,RH19 3NP,0,4,teaching,175
1056,1,0,0,41,08/06/2009,4,-,0,2,teaching,49
1057,1,0,0,48,08/06/2009,3,WD4 8AY,1,2,office,57
1058,1,0,0,43,08/06/2009,3,-,0,4,teaching,158
1059,1,0,0,32,08/06/2009,3,HP13 6AX,0,2,public,32
1060,1,0,0,66,08/06/2009,3,EN2 6NL,0,2,retired,8
1061,1,0,0,37,08/06/2009,4,SW2 4TW,1,1,office,43
1062,1,0,0,63,08/06/2009,4,SW20 8BW,0,2,retired,8
1063,1,0,0,32,08/06/2009,3,SE5 9EU,0,2,office,3
1064,1,0,0,75,08/06/2009,6,PR8 5EH,1,2,retired,17
1065,1,0,0,74,08/06/2009,4,GU22 8EZ,1,2,retired,62
1066,1,0,0,21,08/06/2009,6,LA11 7JH,0,6,student,6
1067,1,0,0,74,08/06/2009,4,SO32 1DN,0,1,service,4
1068,1,0,0,36,08/06/2009,4,KT1 3HN,0,1,office,9
1069,1,0,0,-1,08/06/2009,4,-,-1,-1,unknown,3
1070,1,0,0,72,08/06/2009,4,SO22 6BS,0,1,service,17
1071,1,0,0,65,08/06/2009,5,NP11 6NH,0,3,retired,13
1072,1,0,0,78,08/06/2009,4,KT5 8RL,1,1,retired,5
1073,1,0,0,69,08/06/2009,4,TW2 7BB,0,2,retired,20
1074,1,0,0,64,08/06/2009,6,AB16 5DZ,0,2,home,7
1075,1,0,0,35,08/06/2009,6,AB15 6NN,0,3,home,7
1076,1,0,0,42,08/06/2009,6,AB21 9PP,0,4,office,5
1077,1,0,0,62,08/06/2009,6,AB51 5RN,1,2,mechanic,1
1078,1,0,0,48,08/06/2009,6,AB55 4BU,0,2,health,8
1079,1,0,0,62,08/06/2009,6,PH25 3ED,1,1,retired,1
1080,1,0,0,59,08/06/2009,5,CF64 4BW,0,2,teaching,10
1081,1,0,0,69,08/06/2009,5,SA2 0RG,0,1,retired,4
1082,1,0,0,46,08/06/2009,3,CM6 3RZ,0,2,office,29
1083,1,0,0,73,08/06/2009,5,SN6 6AH,1,2,retired,7
1084,1,0,0,59,08/06/2009,6,PR7 2HW,0,2,unknown,7
1085,1,0,0,59,08/06/2009,5,CF63 2PA,1,2,office,74
1086,1,0,0,65,08/06/2009,5,DT9 4AT,0,2,unknown,6
1087,1,0,0,58,08/06/2009,5,BH17 9HS,0,3,office,9
1088,1,0,0,62,08/06/2009,5,BH8 8SG,0,1,retired,11
1089,1,0,0,90,08/06/2009,5,SN11 9DN,1,1,retired,2
1090,1,0,0,51,08/06/2009,5,RG22 4JP,0,3,public,9
1091,1,0,0,52,08/06/2009,5,RG30 1EF,0,3,home,7
1092,1,0,0,35,08/06/2009,3,ME1 3NX,0,2,public,25
1093,1,0,0,72,08/06/2009,3,ME9 8EY,1,2,retired,4
1094,1,0,0,71,08/06/2009,3,-,1,2,retired,7
1095,1,0,0,58,08/06/2009,3,ME14 2AW,0,2,office,1
1096,1,0,0,48,08/06/2009,6,EH32 9HT,0,4,teaching,54
1097,1,0,0,78,08/06/2009,6,PR7 5DD,0,1,retired,8
1098,1,0,0,68,08/06/2009,5,RG2 0AT,1,1,retired,1
1099,1,0,0,49,08/06/2009,5,DT2 9NU,-1,6,unknown,28
1100,1,0,0,32,08/06/2009,4,SO53 2NQ,0,3,home,7
1101,1,0,0,52,08/06/2009,4,SO21 2QZ,0,4,teaching,4
1102,1,0,0,49,08/06/2009,4,SO15 3BQ,1,4,mechanic,9
1103,1,0,0,56,08/06/2009,5,RG7 3RT,0,2,unknown,12
1104,1,0,0,45,08/06/2009,5,RG30 2RD,1,4,public,8
1105,1,0,0,40,08/06/2009,5,SN4 9HE,0,1,office,13
1106,1,0,0,54,08/06/2009,5,RG28 7HA,0,2,health,9
1107,1,0,0,62,08/06/2009,5,RG28 7HA,0,2,retired,14
1108,1,0,0,57,08/06/2009,5,RG14 1RN,0,2,retired,4
1109,1,0,0,85,08/06/2009,0,CW8 4BT,1,1,retired,2
1110,1,0,0,55,08/06/2009,4,RH9 8EQ,1,3,office,21
1111,1,0,0,79,08/06/2009,4,RH6 9AS,1,1,retired,2
1112,1,0,0,60,08/06/2009,4,RH7 6BT,0,2,retired,6
1113,1,0,0,74,08/06/2009,4,RH15 0QN,0,1,retired,12
1114,1,0,0,68,08/06/2009,4,RH13 5LN,0,2,retired,12
1115,1,0,0,28,08/06/2009,5,RG1 6QR,0,2,teaching,11
1116,1,0,0,69,08/06/2009,5,BH16 6BW,1,2,retired,3
1117,1,0,0,54,08/06/2009,5,BH6 5BU,0,2,health,97
1118,1,0,0,60,08/06/2009,5,BH14 9LU,0,2,home,28
1119,1,0,0,78,08/06/2009,5,BH22 9SA,0,2,retired,20
1120,1,0,0,64,08/06/2009,5,SN6 7HY,1,3,retired,41
1121,1,0,0,48,08/06/2009,5,SN8 3AB,0,5,home,7
1122,1,0,0,56,08/06/2009,5,RG14 1RR,0,3,teaching,4
1123,1,0,0,30,08/06/2009,5,SN7 7EA,0,1,unknown,11
1124,1,0,0,57,08/06/2009,3,N7 0QL,0,4,public,57
1125,1,0,0,44,08/06/2009,2,MK19 6AQ,0,3,home,7
1126,1,0,0,62,08/06/2009,2,LU5 5AD,0,2,retired,2
1127,1,0,0,38,08/06/2009,2,MK43 0JH,0,4,health,134
1128,1,0,0,47,08/06/2009,3,N13 5JF,1,5,unknown,20
1129,1,0,0,60,08/06/2009,4,HA7 2BH,0,2,office,20
1130,1,0,0,37,08/06/2009,3,CM77 6DD,0,4,office,6
1131,1,0,0,57,08/06/2009,3,-,0,2,office,8
1132,1,0,0,46,08/06/2009,3,E8 3HG,0,2,office,25
1133,1,0,0,59,08/06/2009,5,RG4 7HS,1,3,office,5
1134,1,0,0,44,08/06/2009,2,OX4 3AP,0,4,office,18
1135,1,0,0,-1,08/06/2009,4,-,-1,-1,unknown,20
1136,1,0,0,37,08/06/2009,4,GU22 9PU,0,4,teaching,6
1137,1,0,0,28,08/06/2009,4,-,0,2,office,14
1138,1,0,0,32,08/06/2009,3,SE8 3EU,1,3,office,20
1139,1,0,0,70,08/06/2009,5,BH16 6BW,1,2,retired,41
1140,1,0,0,46,08/06/2009,5,BH16 6BW,0,1,public,30
1141,1,0,0,68,08/06/2009,5,BH16 6BW,0,1,retired,61
1142,1,0,0,42,08/06/2009,3,N16 8EF,0,2,office,30
1143,1,0,0,35,08/06/2009,3,N8 9RN,0,2,office,12
1144,1,0,0,86,08/06/2009,6,IV24 3ED,0,2,retired,28
1145,1,0,0,62,08/06/2009,6,PH2 9PD,0,1,retired,4
1146,1,0,0,77,08/06/2009,4,W2 5DH,0,1,retired,1
1147,1,0,0,37,08/06/2009,4,-,0,1,unknown,49
1148,1,0,0,61,08/06/2009,0,CH43 7QS,1,2,retired,1
1149,1,0,0,59,08/06/2009,0,DH3 4DQ,0,2,office,4
1150,1,0,0,62,08/06/2009,0,DH3 2HZ,1,2,retired,32
1151,1,0,0,44,08/06/2009,3,N1 6QF,0,2,public,16
1152,1,0,0,43,08/06/2009,3,TN24 8JT,0,6,teaching,41
1153,1,0,0,36,08/06/2009,0,NE65 0TF,0,4,home,8
1154,1,0,0,38,08/06/2009,0,DL7 0HU,0,4,home,9
1155,1,0,0,71,08/06/2009,0,SR3 2UW,0,2,retired,23
1156,1,0,0,-1,08/06/2009,4,-,-1,-1,unknown,13
1157,1,0,0,25,08/06/2009,4,RH2 9DU,0,2,service,10
1158,1,0,0,60,08/06/2009,3,HP5 3QS,1,1,mechanic,7
1159,1,0,0,70,08/06/2009,3,HP15 6TN,1,1,retired,27
1160,1,0,0,81,08/06/2009,0,NE5 3HS,0,2,retired,15
1161,1,0,0,70,08/06/2009,5,SA45 9QL,0,1,retired,1
1162,1,0,0,64,08/06/2009,5,BS9 2PS,0,2,office,9
1163,1,0,0,53,08/06/2009,4,RH15 0QN,0,3,home,13
1164,1,0,0,20,08/06/2009,4,RH14 9NB,0,3,unknown,32
1165,1,0,0,59,08/06/2009,4,BN43 5XL,1,2,retired,2
1166,1,0,0,50,08/06/2009,4,RH1 4PU,0,5,health,15
1167,1,0,0,47,08/06/2009,0,CH6 5LZ,1,2,service,5
1168,1,0,0,42,08/06/2009,5,WR5 2DH,0,2,public,13
1169,1,0,0,59,08/06/2009,6,BB2 4PL,0,1,service,16
1170,1,0,0,39,08/06/2009,5,TA20 1PL,0,4,health,15
1171,1,0,0,67,08/06/2009,5,-,0,2,retired,237
1172,1,0,0,67,08/06/2009,4,KT8 1SA,0,1,retired,61
1173,1,0,0,62,08/06/2009,6,BL8 2SE,0,1,retired,15
1174,1,0,0,45,08/06/2009,3,ME1 2PL,0,3,office,50
1175,1,0,0,66,08/06/2009,6,BL2 3PJ,0,2,retired,14
1176,1,0,0,19,08/06/2009,2,B76 2SY,0,6,student,43
1177,1,0,0,69,08/06/2009,5,TR11 3JW,0,2,retired,21
1178,1,0,0,72,08/06/2009,4,-,1,2,retired,15
1179,1,0,0,59,08/06/2009,3,CM9 4QS,0,3,retired,20
1180,1,0,0,74,08/06/2009,0,LL59 5BE,1,2,retired,6
1181,1,0,0,81,08/06/2009,0,LL16 3HF,1,2,retired,3
1182,1,0,0,64,08/06/2009,0,-,0,1,retired,11
1183,1,0,0,72,08/06/2009,5,WR6 6AY,0,1,retired,55
1184,1,0,0,62,08/06/2009,5,SA72 6JH,0,1,public,5
1185,1,0,0,67,08/06/2009,2,PE11 3LL,1,1,retired,2
1186,1,0,0,68,08/06/2009,5,SA4 4XQ,1,2,retired,3
1187,1,0,0,38,08/06/2009,3,N19 5ET,0,2,office,16
1188,1,0,0,52,08/06/2009,4,SM4 6PP,0,3,office,20
1189,1,0,0,55,08/06/2009,3,N19 4HU,1,1,research,6
1190,1,0,0,48,08/06/2009,3,CO15 2JG,0,2,service,8
1191,1,0,0,62,08/06/2009,3,CM1 1RX,0,1,office,13
1192,1,0,0,59,08/06/2009,3,CM1 1RX,0,1,public,12
1193,1,0,0,84,08/06/2009,5,BH20 4QX,1,2,retired,16
1194,1,0,0,59,08/06/2009,3,CM1 6XZ,0,2,retired,19
1195,1,0,0,14,08/06/2009,3,CM17 9QP,0,3,schoolchild,80
1196,1,0,0,62,08/06/2009,3,CM77 8PH,0,2,retired,6
1197,1,0,0,64,08/06/2009,3,CM13 2JP,0,2,retired,6
1198,1,0,0,50,08/06/2009,3,CO4 5PE,0,3,teaching,6
1199,1,0,0,77,08/06/2009,2,-,0,1,unknown,70
1200,1,0,0,50,08/06/2009,5,CF38 2JS,0,1,office,8
1201,1,0,0,47,08/06/2009,5,CF63 2PA,0,1,research,18
1202,1,0,0,65,08/06/2009,5,CF15 8AT,0,1,retired,4
1203,1,0,0,87,08/06/2009,3,ME13 7NF,0,1,home,1
1204,1,0,0,27,08/06/2009,5,BH1 4EJ,0,1,health,9
1205,1,0,0,63,08/06/2009,5,BH24 2BP,0,1,retired,18
1206,1,0,0,67,08/06/2009,4,DT5 2LZ,0,2,retired,29
1207,1,0,0,59,08/06/2009,4,W8 7PL,0,2,home,15
1208,1,0,0,60,08/06/2009,3,SE9 2DD,1,2,retired,7
1209,1,0,0,39,08/06/2009,4,RH6 9AT,0,2,office,19
1210,1,0,0,65,08/06/2009,3,SW1W 8HQ,0,1,retired,14
1211,1,0,0,47,08/06/2009,4,NW10 4EL,1,1,entertain,14
1212,1,0,0,33,08/06/2009,4,SW18 2AQ,0,2,office,8
1213,1,0,0,66,08/06/2009,4,SW20 8BW,0,1,retired,5
1214,1,0,0,41,08/06/2009,3,SE6 1DY,0,1,office,13
1215,1,0,0,39,08/06/2009,4,SW11 5LF,1,2,service,490
1216,1,0,0,54,08/06/2009,3,SE13 7SP,0,5,entertain,30
1217,1,0,0,61,08/06/2009,3,N20 9DX,0,2,office,12
1218,1,0,0,36,08/06/2009,3,N4 2BB,1,1,office,7
1219,1,0,0,67,08/06/2009,4,SL1 2XL,0,1,retired,13
1220,1,0,0,72,08/06/2009,5,EX9 6JP,0,1,retired,8
1221,1,0,0,52,08/06/2009,6,FY6 0AW,1,4,research,17
1222,1,0,0,67,08/06/2009,6,-,0,1,retired,1
1223,1,0,0,68,08/06/2009,4,W5 1QX,1,2,retired,4
1224,1,0,0,30,08/06/2009,6,DD6 8RW,0,3,teaching,9
1225,1,0,0,44,08/06/2009,6,LA1 4UQ,0,2,entertain,187
1226,1,0,0,63,08/06/2009,6,PR2 6TH,0,2,unknown,15
1227,1,0,0,65,08/06/2009,4,BN3 3EG,0,1,retired,22
1228,1,0,0,76,08/06/2009,4,SW19 6QX,1,2,retired,3
1229,1,0,0,81,08/06/2009,2,IP6 0RW,1,1,retired,1
1230,1,0,0,44,08/06/2009,4,GU4 7LU,1,4,public,47
1231,1,0,0,74,08/06/2009,2,WS3 2HH,0,2,retired,96
1232,1,0,0,52,08/06/2009,3,ME1 2PL,1,4,public,35
1233,1,0,0,69,08/06/2009,4,GU21 7QD,1,2,retired,15
1234,1,0,0,68,08/06/2009,0,LL18 1LT,0,3,retired,22
1235,1,0,0,66,08/06/2009,6,FY5 4EA,1,2,retired,1
1236,1,0,0,66,08/06/2009,6,BB2 5NE,1,2,unknown,17
1237,1,0,0,60,08/06/2009,6,FY5 4EA,1,3,retired,44
1238,1,0,0,69,08/06/2009,0,LL13 8SW,1,2,retired,20
1239,1,0,0,81,08/06/2009,0,LL11 5SD,0,2,home,8
1240,1,0,0,88,08/06/2009,0,LL31 9RA,0,1,home,5
1241,1,0,0,51,08/06/2009,0,CH66 4SG,0,2,health,24
1242,1,0,0,41,08/06/2009,3,TN5 6UB,0,4,home,17
1243,1,0,0,44,08/06/2009,3,TN33 9JQ,0,4,home,24
1244,1,0,0,69,08/06/2009,6,FY5 1EQ,1,2,retired,7
1245,1,0,0,68,08/06/2009,4,W13 8NF,1,3,retired,6
1246,1,0,0,87,08/06/2009,4,SL6 1UP,1,1,retired,1
1247,1,0,0,82,08/06/2009,1,NG18 5JU,1,2,retired,4
1248,1,0,0,40,08/06/2009,4,SL3 8DX,0,1,office,90
1249,1,0,0,23,08/06/2009,0,NG1 1JL,0,2,student,10
1250,1,0,0,52,08/06/2009,4,RG8 7LD,0,3,office,18
1251,1,0,0,54,08/06/2009,4,HA5 4TR,0,4,health,27
1252,1,0,0,62,08/06/2009,5,SN12 7RT,1,1,retired,1
1253,1,0,0,53,08/06/2009,5,RG12 9EX,0,2,office,10
1254,1,0,0,57,08/06/2009,5,GL51 0BE,0,3,office,7
1255,1,0,0,56,08/06/2009,6,G41 3AF,0,2,research,12
1256,1,0,0,43,08/06/2009,4,GU14 9NH,0,1,office,5
1257,1,0,0,34,08/06/2009,6,G31 5BL,0,3,research,124
1258,1,0,0,61,08/06/2009,6,G61 1LJ,0,2,retired,11
1259,1,0,0,61,08/06/2009,6,KA19 7PN,0,2,retired,258
1260,1,0,0,64,08/06/2009,6,G64 3NJ,1,2,retired,2
1261,1,0,0,62,08/06/2009,6,ML7 4DZ,0,2,retired,8
1262,1,0,0,44,08/06/2009,4,UB10 0NB,1,2,unknown,30
1263,1,0,0,87,08/06/2009,4,UB10 0ND,0,1,retired,6
1264,1,0,0,47,08/06/2009,4,HA2 0HL,0,4,teaching,113
1265,1,0,0,64,08/06/2009,4,NW3 7SL,0,2,retired,9
1266,1,0,0,70,08/06/2009,4,TW8 0NN,1,2,retired,1
1267,1,0,0,84,08/06/2009,6,LA9 5AF,0,1,retired,1
1268,1,0,0,65,08/06/2009,4,HA5 4TQ,1,2,retired,8
1269,1,0,0,35,08/06/2009,4,HA5 3RL,0,4,home,4
1270,1,0,0,30,08/06/2009,4,UB7 9ET,0,2,unknown,11
1271,1,0,0,30,08/06/2009,5,GL53 7RB,1,2,office,6
1272,1,0,0,30,08/06/2009,5,GL7 4AH,0,2,health,4
1273,1,0,0,76,08/06/2009,5,BH13 6AR,1,2,retired,17
1274,1,0,0,68,08/06/2009,5,BH1 4EJ,1,1,retired,3
1275,1,0,0,79,08/06/2009,5,BH20 4QX,1,2,retired,10
1276,1,0,0,67,08/06/2009,5,BH21 4EE,1,2,retired,9
1277,1,0,0,53,08/06/2009,5,BH12 2HZ,1,2,health,185
1278,1,0,0,63,08/06/2009,5,BH17 9HS,1,2,retired,4
1279,1,0,0,50,08/06/2009,5,DT3 5BN,1,2,retired,8
1280,1,0,0,64,08/06/2009,4,DT11 9PQ,0,2,home,7
1281,1,0,0,79,08/06/2009,5,DT2 8BA,0,2,retired,9
1282,1,0,0,60,08/06/2009,6,FY7 7PR,0,2,retired,9
1283,1,0,0,77,08/06/2009,6,LA9 5AD,0,2,home,17
1284,1,0,0,22,08/06/2009,6,LA12 9LR,0,3,student,7
1285,1,0,0,30,08/06/2009,1,CV2 2AG,0,3,public,32
1286,1,0,0,38,08/06/2009,5,CF31 4HP,0,4,unknown,34
1287,1,0,0,66,08/06/2009,3,CO4 5PD,1,2,retired,8
1288,1,0,0,68,08/06/2009,6,FK6 5EL,0,2,retired,10
1289,1,0,0,61,08/06/2009,4,GU27 3AL,0,2,retired,15
1290,1,0,0,83,08/06/2009,1,NG25 0JS,0,1,unknown,1
1291,1,0,0,64,08/06/2009,4,CR2 6EX,1,2,retired,9
1292,1,0,0,59,08/06/2009,3,ME14 4AZ,0,2,health,43
1293,1,0,0,42,08/06/2009,3,CT17 9JR,0,2,health,58
1294,1,0,0,55,08/06/2009,5,BS49 4LU,0,2,unknown,1
1295,1,0,0,44,08/06/2009,4,BN2 0DG,0,2,office,26
1296,1,0,0,75,08/06/2009,5,RG26 3UB,0,2,retired,15
1297,1,0,0,60,08/06/2009,6,PH1 1HP,0,2,office,26
1298,1,0,0,64,08/06/2009,6,PH14 9SW,0,1,retired,3
1299,1,0,0,73,08/06/2009,6,G64 1RF,0,2,retired,3
1300,1,0,0,82,08/06/2009,6,PR9 7TW,0,1,retired,1
1301,1,0,0,88,08/06/2009,4,SO30 2TW,1,1,retired,5
1302,1,0,0,44,08/06/2009,4,SO50 9LB,0,4,office,7
1303,1,0,0,25,08/06/2009,6,NE16 5UX,1,4,student,457
1304,1,0,0,60,08/06/2009,6,PH1 2JR,0,2,service,30
1305,1,0,0,57,08/06/2009,6,DD10 9BQ,0,1,office,30
1306,1,0,0,46,08/06/2009,1,S36 2QA,0,2,health,18
1307,1,0,0,67,08/06/2009,4,RH9 8EQ,0,2,retired,2
1308,1,0,0,76,08/06/2009,4,BN14 9NX,0,1,retired,11
1309,1,0,0,73,08/06/2009,6,FY4 2ND,0,2,retired,92
1310,1,0,0,35,08/06/2009,4,PO37 7HH,0,4,home,13
1311,1,0,0,67,08/06/2009,4,SO23 0PT,1,1,retired,6
1312,1,0,0,66,08/06/2009,4,SM7 2EG,1,2,retired,5
1313,1,0,0,33,08/06/2009,1,LE3 2SL,0,4,health,22
1314,1,0,0,43,08/06/2009,1,LE15 6LW,0,3,health,40
1315,1,0,0,24,08/06/2009,5,BA22 9UD,0,3,health,5
1316,1,0,0,58,08/06/2009,5,CF14 4SW,0,4,public,2
1317,1,0,0,72,08/06/2009,5,CF15 8AT,1,1,retired,7
1318,1,0,0,46,08/06/2009,0,L32 2BB,1,4,office,53
1319,1,0,0,55,08/06/2009,4,GU6 7QR,1,5,teaching,15
1320,1,0,0,62,08/06/2009,5,CF33 4EY,0,2,retired,7
1321,1,0,0,74,08/06/2009,3,N20 9DX,1,2,retired,5
1322,1,0,0,62,08/06/2009,4,W1F 7SL,1,1,office,20
1323,1,0,0,71,08/06/2009,3,SW14 8AU,1,2,retired,6
1324,1,0,0,44,08/06/2009,3,SE18 7NJ,0,3,teaching,94
1325,1,0,0,32,08/06/2009,4,HA1 1BE,0,2,office,9
1326,1,0,0,37,08/06/2009,4,SL2 4GW,0,1,office,16
1327,1,0,0,50,08/06/2009,4,BN11 4AU,1,5,mechanic,22
1328,1,0,0,85,08/06/2009,3,TN21 8EB,0,1,retired,18
1329,1,0,0,37,08/06/2009,6,LA1 2SN,1,1,research,4
1330,1,0,0,53,08/06/2009,4,SP5 4ND,1,2,office,6
1331,1,0,0,83,08/06/2009,6,LA11 7JH,1,2,retired,1
1332,1,0,0,43,08/06/2009,4,SO22 4JF,0,1,student,8
1333,1,0,0,68,08/06/2009,4,SP10 4DE,0,2,retired,3
1334,1,0,0,24,08/06/2009,5,CF10 5JH,0,10,student,22
1335,1,0,0,58,08/06/2009,4,SO41 3RB,1,1,unemployed,1
1336,1,0,0,58,08/06/2009,4,SO21 2QZ,0,2,office,24
1337,1,0,0,32,08/06/2009,0,LL65 1HT,0,3,unknown,20
1338,1,0,0,73,08/06/2009,0,CH64 9SG,1,1,retired,14
1339,1,0,0,45,08/06/2009,5,TR15 1NR,0,3,public,27
1340,1,0,0,56,08/06/2009,5,TR20 8AW,0,2,retired,3
1341,1,0,0,46,08/06/2009,4,SW10 0PA,1,3,labour,28
1342,1,0,0,44,08/06/2009,4,SO31 5EG,1,3,service,33
1343,1,0,0,70,08/06/2009,2,GY3 5AL,1,2,retired,41
1344,1,0,0,38,08/06/2009,0,L7 7BX,0,1,public,18
1345,1,0,0,81,08/06/2009,0,L31 8AY,0,1,retired,3
1346,1,0,0,32,08/06/2009,0,CH48 6EA,0,2,office,3
1347,1,0,0,70,08/06/2009,1,BD15 9BX,0,1,retired,53
1348,1,0,0,50,08/06/2009,3,HP13 7XS,1,1,office,17
1349,1,0,0,33,08/06/2009,4,GU28 9EJ,0,2,unknown,11
1350,1,0,0,63,08/06/2009,4,GU21 2LF,1,2,retired,12
1351,1,0,0,89,08/06/2009,4,KT13 9EG,1,2,retired,10
1352,1,0,0,74,08/06/2009,4,GU17 0BQ,1,2,retired,11
1353,1,0,0,90,08/06/2009,4,-,0,1,home,3
1354,1,0,0,52,08/06/2009,4,KT11 2JG,0,5,home,6
1355,1,0,0,75,08/06/2009,4,-,0,1,retired,1
1356,1,0,0,47,08/06/2009,4,GU21 2LF,0,4,office,12
1357,1,0,0,64,08/06/2009,5,BS23 2DY,1,1,public,49
1358,1,0,0,29,08/06/2009,3,HP19 9NP,0,4,health,10
1359,1,0,0,68,08/06/2009,4,CR0 4TH,0,1,teaching,16
1360,1,0,0,40,08/06/2009,4,TW19 7NW,0,3,unknown,4
1361,1,0,0,64,08/06/2009,4,BN3 3EG,1,2,retired,6
1362,1,0,0,23,08/06/2009,4,BN3 4QP,0,5,office,32
1363,1,0,0,60,08/06/2009,5,TR18 4AP,0,2,health,34
1364,1,0,0,58,08/06/2009,5,TR20 8AW,0,3,retired,8
1365,1,0,0,28,08/06/2009,5,TR15 3LS,0,1,service,8
1366,1,0,0,88,08/06/2009,5,TQ5 9QQ,1,1,retired,4
1367,1,0,0,73,08/06/2009,5,TQ5 8ET,1,2,retired,6
1368,1,0,0,80,08/06/2009,5,TR4 8AA,0,1,retired,3
1369,1,0,0,56,08/06/2009,6,PH2 7TG,0,2,home,15
1370,1,0,0,54,08/06/2009,5,TR11 5AZ,1,3,office,11
1371,1,0,0,50,08/06/2009,5,TR1 1TE,0,3,home,7
1372,1,0,0,36,08/06/2009,6,KY15 4BD,0,3,research,15
1373,1,0,0,45,08/06/2009,6,EH10 7JG,0,4,service,42
1374,1,0,0,65,08/06/2009,5,TQ3 3QF,0,2,public,15
1375,1,0,0,38,08/06/2009,5,PL12 4UF,1,1,office,10
1376,1,0,0,72,08/06/2009,5,PL10 1JH,0,2,retired,14
1377,1,0,0,81,08/06/2009,5,TQ11 0LT,0,1,retired,2
1378,1,0,0,71,08/06/2009,4,SP1 1TT,0,1,retired,22
1379,1,0,0,75,08/06/2009,5,EX32 8PF,0,1,retired,2
1380,1,0,0,63,08/06/2009,4,SO40 2SS,1,2,transport,324
1381,1,0,0,31,08/06/2009,3,AL2 3RU,0,3,health,12
1382,1,0,0,66,08/06/2009,4,SP5 4ND,0,2,retired,3
1383,1,0,0,56,08/06/2009,4,SO32 1DN,1,2,health,22
1384,1,0,0,64,08/06/2009,4,SP10 2DA,0,2,unknown,16
1385,1,0,0,76,08/06/2009,4,SO30 2TW,1,2,retired,10
1386,1,0,0,50,08/06/2009,6,PA12 4EL,0,5,health,44
1387,1,0,0,78,08/06/2009,0,CW11 4PQ,1,2,retired,1
1388,1,0,0,46,08/06/2009,0,M32 0PR,0,4,office,20
1389,1,0,0,64,08/06/2009,5,TA11 6DE,0,2,office,1
1390,1,0,0,59,08/06/2009,5,BS48 1SW,1,3,service,251
1391,1,0,0,62,08/06/2009,5,BS35 1HE,1,2,retired,3
1392,1,0,0,70,08/06/2009,5,BS26 2LE,0,3,retired,3
1393,1,0,0,76,08/06/2009,2,B92 7DU,1,2,retired,10
1394,1,0,0,53,08/06/2009,6,-,0,1,unknown,6
1395,1,0,0,63,08/06/2009,0,SK7 2HB,0,2,retired,25
1396,1,0,0,75,08/06/2009,6,OL11 3LZ,0,1,retired,4
1397,1,0,0,60,08/06/2009,3,N4 1DJ,0,1,unknown,7
